ID,interval,workload
3.0,1793,48
3.0,1794,50
3.0,1795,38
3.0,1796,79
3.0,1797,68
3.0,1798,72
3.0,1799,76
3.0,1800,88
3.0,1801,87
3.0,1802,69
3.0,1803,71
3.0,1804,83
3.0,1805,73
3.0,1806,85
3.0,1807,103
3.0,1808,101
3.0,1809,97
3.0,1810,78
3.0,1811,64
3.0,1812,55
3.0,1813,42
3.0,1814,67
3.0,1815,70
3.0,1816,66
3.0,1817,49
3.0,1818,50
3.0,1819,49
3.0,1820,75
3.0,1821,61
3.0,1822,39
3.0,1823,10
3.0,1824,27
3.0,1825,15
3.0,1826,5
3.0,1827,13
3.0,1828,2
3.0,1829,10
3.0,1830,9
3.0,1831,20
3.0,1832,11
3.0,1833,10
3.0,1834,8
3.0,1835,14
3.0,1836,10
3.0,1837,12
3.0,1838,1
3.0,1839,20
3.0,1840,27
3.0,1841,25
3.0,1842,31
3.0,1843,36
3.0,1844,22
3.0,1845,33
3.0,1846,49
3.0,1847,45
3.0,1848,46
3.0,1849,17
3.0,1850,30
3.0,1851,26
3.0,1852,36
3.0,1853,29
3.0,1854,53
3.0,1855,19
3.0,1856,23
3.0,1857,29
3.0,1858,37
3.0,1859,27
3.0,1860,44
3.0,1861,24
3.0,1862,32
3.0,1863,25
3.0,1864,39
3.0,1865,30
3.0,1866,26
3.0,1867,48
3.0,1868,50
3.0,1869,33
3.0,1870,37
3.0,1871,26
3.0,1872,35
3.0,1873,26
3.0,1874,21
3.0,1875,48
3.0,1876,48
3.0,1877,26
3.0,1878,27
3.0,1879,27
3.0,1880,36
3.0,1881,30
3.0,1882,37
3.0,1883,32
3.0,1884,68
3.0,1885,42
3.0,1886,47
3.0,1887,68
3.0,1888,55
3.0,1889,68
3.0,1890,107
3.0,1891,77
3.0,1892,90
3.0,1893,84
3.0,1894,82
3.0,1895,103
3.0,1896,96
3.0,1897,69
3.0,1898,88
3.0,1899,129
3.0,1900,130
3.0,1901,109
3.0,1902,90
3.0,1903,98
3.0,1904,136
3.0,1905,109
3.0,1906,92
3.0,1907,100
3.0,1908,88
3.0,1909,96
3.0,1910,88
3.0,1911,48
3.0,1912,96
3.0,1913,62
3.0,1914,71
3.0,1915,66
3.0,1916,82
3.0,1917,55
3.0,1918,39
3.0,1919,35
3.0,1920,16
3.0,1921,18
3.0,1922,20
3.0,1923,2
3.0,1924,7
3.0,1925,14
3.0,1926,15
3.0,1927,9
3.0,1928,26
3.0,1929,16
3.0,1930,8
3.0,1931,11
3.0,1932,7
3.0,1933,18
3.0,1934,16
3.0,1935,14
3.0,1936,24
3.0,1937,23
3.0,1938,20
3.0,1939,32
3.0,1940,32
3.0,1941,17
3.0,1942,43
3.0,1943,25
3.0,1944,35
3.0,1945,23
3.0,1946,25
3.0,1947,48
3.0,1948,40
3.0,1949,29
3.0,1950,49
3.0,1951,44
3.0,1952,30
3.0,1953,26
3.0,1954,43
3.0,1955,34
3.0,1956,46
3.0,1957,28
3.0,1958,37
3.0,1959,31
3.0,1960,16
3.0,1961,34
3.0,1962,41
3.0,1963,46
3.0,1964,27
3.0,1965,24
3.0,1966,26
3.0,1967,24
3.0,1968,32
3.0,1969,28
3.0,1970,22
3.0,1971,39
3.0,1972,36
3.0,1973,40
3.0,1974,42
3.0,1975,48
3.0,1976,44
3.0,1977,51
3.0,1978,43
3.0,1979,47
3.0,1980,65
3.0,1981,84
3.0,1982,69
3.0,1983,88
3.0,1984,90
3.0,1985,88
3.0,1986,77
3.0,1987,92
3.0,1988,122
3.0,1989,134
3.0,1990,130
3.0,1991,128
3.0,1992,107
3.0,1993,121
3.0,1994,125
3.0,1995,128
3.0,1996,117
3.0,1997,103
3.0,1998,98
3.0,1999,103
3.0,2000,91
3.0,2001,110
3.0,2002,115
3.0,2003,128
3.0,2004,187
3.0,2005,155
3.0,2006,124
3.0,2007,157
3.0,2008,185
3.0,2009,147
3.0,2010,129
3.0,2011,144
3.0,2012,146
3.0,2013,146
3.0,2014,111
3.0,2015,91
3.0,2016,61
3.0,2017,59
3.0,2018,48
3.0,2019,51
3.0,2020,31
3.0,2021,18
3.0,2022,33
3.0,2023,35
3.0,2024,15
3.0,2025,8
3.0,2026,14
3.0,2027,6
3.0,2028,12
3.0,2029,17
3.0,2030,18
3.0,2031,13
3.0,2032,17
3.0,2033,15
3.0,2034,6
3.0,2035,22
3.0,2036,23
3.0,2037,12
3.0,2038,25
3.0,2039,24
3.0,2040,36
3.0,2041,11
3.0,2042,38
3.0,2043,30
3.0,2044,62
3.0,2045,23
3.0,2046,31
3.0,2047,38
3.0,2048,40
3.0,2049,48
3.0,2050,26
3.0,2051,52
3.0,2052,44
3.0,2053,33
3.0,2054,27
3.0,2055,23
3.0,2056,30
3.0,2057,30
3.0,2058,28
3.0,2059,45
3.0,2060,34
3.0,2061,30
3.0,2062,56
3.0,2063,40
3.0,2064,35
3.0,2065,31
3.0,2066,41
3.0,2067,54
3.0,2068,47
3.0,2069,77
3.0,2070,38
3.0,2071,62
3.0,2072,65
3.0,2073,30
3.0,2074,54
3.0,2075,42
3.0,2076,61
3.0,2077,67
3.0,2078,64
3.0,2079,70
3.0,2080,79
3.0,2081,99
3.0,2082,75
3.0,2083,89
3.0,2084,129
3.0,2085,86
3.0,2086,89
3.0,2087,109
3.0,2088,109
3.0,2089,110
3.0,2090,99
3.0,2091,132
3.0,2092,91
3.0,2093,141
3.0,2094,164
3.0,2095,154
3.0,2096,140
3.0,2097,134
3.0,2098,172
3.0,2099,170
3.0,2100,166
3.0,2101,172
3.0,2102,144
3.0,2103,165
3.0,2104,163
3.0,2105,112
3.0,2106,181
3.0,2107,178
3.0,2108,204
3.0,2109,184
3.0,2110,164
3.0,2111,109
3.0,2112,56
3.0,2113,79
3.0,2114,38
3.0,2115,22
3.0,2116,43
3.0,2117,36
3.0,2118,19
3.0,2119,31
3.0,2120,15
3.0,2121,10
3.0,2122,10
3.0,2123,12
3.0,2124,10
3.0,2125,12
3.0,2126,15
3.0,2127,16
3.0,2128,8
3.0,2129,9
3.0,2130,20
3.0,2131,24
3.0,2132,18
3.0,2133,10
3.0,2134,15
3.0,2135,23
3.0,2136,16
3.0,2137,38
3.0,2138,15
3.0,2139,36
3.0,2140,33
3.0,2141,20
3.0,2142,15
3.0,2143,57
3.0,2144,31
3.0,2145,26
3.0,2146,32
3.0,2147,57
3.0,2148,49
3.0,2149,39
3.0,2150,28
3.0,2151,47
3.0,2152,39
3.0,2153,31
3.0,2154,41
3.0,2155,52
3.0,2156,53
3.0,2157,31
3.0,2158,33
3.0,2159,32
3.0,2160,33
3.0,2161,39
3.0,2162,48
3.0,2163,46
3.0,2164,36
3.0,2165,44
3.0,2166,50
3.0,2167,41
3.0,2168,39
3.0,2169,49
3.0,2170,38
3.0,2171,52
3.0,2172,51
3.0,2173,77
3.0,2174,43
3.0,2175,48
3.0,2176,94
3.0,2177,63
3.0,2178,55
3.0,2179,54
3.0,2180,71
3.0,2181,77
3.0,2182,61
3.0,2183,47
3.0,2184,48
3.0,2185,52
3.0,2186,83
3.0,2187,79
3.0,2188,76
3.0,2189,105
3.0,2190,111
3.0,2191,72
3.0,2192,83
3.0,2193,71
3.0,2194,55
3.0,2195,71
3.0,2196,90
3.0,2197,52
3.0,2198,48
3.0,2199,50
3.0,2200,49
3.0,2201,47
3.0,2202,51
3.0,2203,46
3.0,2204,54
3.0,2205,64
3.0,2206,35
3.0,2207,19
3.0,2208,17
3.0,2209,37
3.0,2210,12
3.0,2211,13
3.0,2212,8
3.0,2213,13
3.0,2214,10
3.0,2215,13
3.0,2216,15
3.0,2217,15
3.0,2218,18
3.0,2219,20
3.0,2220,16
3.0,2221,22
3.0,2222,17
3.0,2223,18
3.0,2224,20
3.0,2225,18
3.0,2226,29
3.0,2227,20
3.0,2228,33
3.0,2229,26
3.0,2230,35
3.0,2231,16
3.0,2232,57
3.0,2233,17
3.0,2234,10
3.0,2235,27
3.0,2236,53
3.0,2237,21
3.0,2238,43
3.0,2239,26
3.0,2240,16
3.0,2241,32
3.0,2242,20
3.0,2243,29
3.0,2244,3
3.0,2245,6
3.0,2246,5
3.0,2247,2
3.0,2248,4
3.0,2249,4
3.0,2250,6
3.0,2251,2
3.0,2252,2
3.0,2253,9
3.0,2254,5
3.0,2255,6
3.0,2257,3
3.0,2258,4
3.0,2259,4
3.0,2260,10
3.0,2261,4
3.0,2262,10
3.0,2263,1
3.0,2264,6
3.0,2265,10
3.0,2266,7
3.0,2267,5
3.0,2268,7
3.0,2269,5
3.0,2270,10
3.0,2271,3
3.0,2272,7
3.0,2273,5
3.0,2274,9
3.0,2275,12
3.0,2276,6
3.0,2277,15
3.0,2278,20
3.0,2279,12
3.0,2280,14
3.0,2281,11
3.0,2282,21
3.0,2283,18
3.0,2284,13
3.0,2285,16
3.0,2286,19
3.0,2287,7
3.0,2288,19
3.0,2289,11
3.0,2290,17
3.0,2291,7
3.0,2292,6
3.0,2293,18
3.0,2294,17
3.0,2295,7
3.0,2296,10
3.0,2297,6
3.0,2298,4
3.0,2299,12
3.0,2300,15
3.0,2301,8
4.0,1,37
4.0,2,18
4.0,3,15
4.0,4,9
4.0,5,13
4.0,6,19
4.0,7,9
4.0,8,8
4.0,9,9
4.0,10,10
4.0,11,6
4.0,12,4
4.0,13,16
4.0,14,6
4.0,15,2
4.0,16,6
4.0,17,6
4.0,18,6
4.0,19,9
4.0,20,10
4.0,21,10
4.0,22,13
4.0,23,5
4.0,24,10
4.0,25,11
4.0,26,9
4.0,27,22
4.0,28,17
4.0,29,22
4.0,30,10
4.0,31,8
4.0,32,15
4.0,33,16
4.0,34,11
4.0,35,8
4.0,36,26
4.0,37,25
4.0,38,15
4.0,39,10
4.0,40,21
4.0,41,37
4.0,42,22
4.0,43,24
4.0,44,11
4.0,45,17
4.0,46,10
4.0,47,31
4.0,48,33
4.0,49,18
4.0,50,31
4.0,51,9
4.0,52,19
4.0,53,29
4.0,54,24
4.0,55,31
4.0,56,14
4.0,57,39
4.0,58,23
4.0,59,47
4.0,60,47
4.0,61,42
4.0,62,39
4.0,63,37
4.0,64,31
4.0,65,74
4.0,66,49
4.0,67,54
4.0,68,66
4.0,69,61
4.0,70,67
4.0,71,48
4.0,72,68
4.0,73,48
4.0,74,38
4.0,75,35
4.0,76,43
4.0,77,47
4.0,78,38
4.0,79,60
4.0,80,42
4.0,81,46
4.0,82,62
4.0,83,49
4.0,84,47
4.0,85,51
4.0,86,44
4.0,87,64
4.0,88,38
4.0,89,59
4.0,90,81
4.0,91,60
4.0,92,45
4.0,93,81
4.0,94,54
4.0,95,30
4.0,96,21
4.0,97,28
4.0,98,16
4.0,99,11
4.0,100,4
4.0,101,9
4.0,102,7
4.0,103,4
4.0,104,4
4.0,105,5
4.0,106,5
4.0,107,5
4.0,108,1
4.0,109,5
4.0,110,8
4.0,111,11
4.0,112,10
4.0,113,9
4.0,114,2
4.0,115,22
4.0,116,13
4.0,117,8
4.0,118,12
4.0,119,14
4.0,120,9
4.0,121,17
4.0,122,10
4.0,123,22
4.0,124,20
4.0,125,23
4.0,126,15
4.0,127,17
4.0,128,28
4.0,129,22
4.0,130,14
4.0,131,17
4.0,132,20
4.0,133,18
4.0,134,18
4.0,135,20
4.0,136,24
4.0,137,26
4.0,138,12
4.0,139,20
4.0,140,19
4.0,141,15
4.0,142,7
4.0,143,12
4.0,144,15
4.0,145,26
4.0,146,9
4.0,147,24
4.0,148,20
4.0,149,36
4.0,150,23
4.0,151,27
4.0,152,21
4.0,153,23
4.0,154,17
4.0,155,21
4.0,156,28
4.0,157,26
4.0,158,39
4.0,159,34
4.0,160,24
4.0,161,40
4.0,162,39
4.0,163,30
4.0,164,25
4.0,165,26
4.0,166,39
4.0,167,30
4.0,168,13
4.0,169,27
4.0,170,22
4.0,171,39
4.0,172,26
4.0,173,21
4.0,174,25
4.0,175,34
4.0,176,27
4.0,177,50
4.0,178,39
4.0,179,28
4.0,180,39
4.0,181,11
4.0,182,26
4.0,183,13
4.0,184,15
4.0,185,15
4.0,186,14
4.0,187,12
4.0,188,16
4.0,189,7
4.0,190,12
4.0,191,5
4.0,192,1
4.0,193,7
4.0,194,3
4.0,195,7
4.0,196,5
4.0,197,3
4.0,198,3
4.0,199,5
4.0,200,4
4.0,201,3
4.0,202,3
4.0,203,2
4.0,204,2
4.0,205,6
4.0,206,8
4.0,207,5
4.0,208,2
4.0,209,6
4.0,210,13
4.0,211,20
4.0,212,17
4.0,213,22
4.0,214,23
4.0,215,16
4.0,216,26
4.0,217,20
4.0,218,12
4.0,219,12
4.0,220,19
4.0,221,14
4.0,222,12
4.0,223,10
4.0,224,5
4.0,225,12
4.0,226,15
4.0,227,13
4.0,228,2
4.0,229,11
4.0,230,10
4.0,231,8
4.0,232,13
4.0,233,13
4.0,234,11
4.0,235,12
4.0,236,4
4.0,237,7
4.0,238,8
4.0,239,9
4.0,240,14
4.0,241,7
4.0,242,15
4.0,243,13
4.0,244,8
4.0,245,4
4.0,246,15
4.0,247,8
4.0,248,8
4.0,249,7
4.0,250,13
4.0,251,10
4.0,252,14
4.0,253,19
4.0,254,16
4.0,255,17
4.0,256,20
4.0,257,14
4.0,258,7
4.0,259,24
4.0,260,15
4.0,261,15
4.0,262,28
4.0,263,21
4.0,264,12
4.0,265,25
4.0,266,11
4.0,267,27
4.0,268,17
4.0,269,31
4.0,270,22
4.0,271,26
4.0,272,16
4.0,273,21
4.0,274,26
4.0,275,7
4.0,276,24
4.0,277,16
4.0,278,14
4.0,279,16
4.0,280,30
4.0,281,9
4.0,282,6
4.0,283,18
4.0,284,12
4.0,285,14
4.0,286,4
4.0,287,5
4.0,288,2
4.0,289,13
4.0,290,6
4.0,291,5
4.0,292,2
4.0,295,1
4.0,297,1
4.0,298,1
4.0,299,3
4.0,300,3
4.0,301,9
4.0,302,7
4.0,303,8
4.0,304,9
4.0,305,1
4.0,311,2
4.0,312,13
4.0,313,14
4.0,314,18
4.0,315,7
4.0,316,6
4.0,317,5
4.0,318,18
4.0,319,10
4.0,320,10
4.0,321,20
4.0,322,13
4.0,323,15
4.0,324,22
4.0,325,6
4.0,326,3
4.0,327,12
4.0,328,6
4.0,329,8
4.0,330,8
4.0,331,2
4.0,332,14
4.0,333,10
4.0,334,10
4.0,335,8
4.0,336,7
4.0,337,10
4.0,338,21
4.0,339,17
4.0,340,23
4.0,341,10
4.0,342,17
4.0,343,15
4.0,344,6
4.0,345,8
4.0,346,10
4.0,347,11
4.0,348,14
4.0,349,28
4.0,350,18
4.0,351,16
4.0,352,11
4.0,353,18
4.0,354,26
4.0,355,33
4.0,356,25
4.0,357,24
4.0,358,16
4.0,359,11
4.0,360,35
4.0,361,26
4.0,362,29
4.0,363,20
4.0,364,37
4.0,365,36
4.0,366,28
4.0,367,18
4.0,368,36
4.0,369,27
4.0,370,19
4.0,371,16
4.0,372,14
4.0,373,16
4.0,374,19
4.0,375,15
4.0,376,12
4.0,377,7
4.0,378,23
4.0,379,21
4.0,380,19
4.0,381,25
4.0,382,9
4.0,383,17
4.0,384,18
4.0,385,8
4.0,387,3
4.0,388,4
4.0,390,6
4.0,391,1
4.0,392,4
4.0,395,2
4.0,396,8
4.0,397,1
4.0,398,1
4.0,399,9
4.0,400,6
4.0,401,9
4.0,402,7
4.0,403,13
4.0,404,7
4.0,405,11
4.0,406,11
4.0,407,17
4.0,408,7
4.0,409,24
4.0,410,19
4.0,411,4
4.0,412,6
4.0,413,11
4.0,414,13
4.0,415,22
4.0,416,11
4.0,417,13
4.0,418,5
4.0,422,9
4.0,423,14
4.0,424,18
4.0,425,21
4.0,426,18
4.0,427,7
4.0,428,13
4.0,429,5
4.0,430,7
4.0,431,11
4.0,432,12
4.0,433,11
4.0,434,12
4.0,435,11
4.0,436,4
4.0,437,9
4.0,438,16
4.0,439,17
4.0,440,10
4.0,441,23
4.0,442,9
4.0,443,15
4.0,444,12
4.0,445,24
4.0,446,25
4.0,447,30
4.0,448,36
4.0,449,36
4.0,450,22
4.0,451,43
4.0,452,30
4.0,453,25
4.0,454,39
4.0,455,51
4.0,456,33
4.0,457,28
4.0,458,46
4.0,459,25
4.0,460,21
4.0,461,16
4.0,462,44
4.0,463,35
4.0,464,32
4.0,465,32
4.0,466,43
4.0,467,28
4.0,468,33
4.0,469,32
4.0,470,22
4.0,471,22
4.0,472,12
4.0,473,23
4.0,474,8
4.0,475,25
4.0,476,13
4.0,477,21
4.0,478,3
4.0,479,16
4.0,480,9
4.0,481,2
4.0,482,4
4.0,483,4
4.0,484,2
4.0,485,4
4.0,486,9
4.0,487,4
4.0,488,5
4.0,489,2
4.0,490,18
4.0,491,7
4.0,492,5
4.0,493,6
4.0,494,2
4.0,495,3
4.0,496,10
4.0,497,5
4.0,498,11
4.0,499,10
4.0,500,21
4.0,501,10
4.0,502,19
4.0,503,34
4.0,504,14
4.0,505,10
4.0,506,8
4.0,507,17
4.0,508,16
4.0,509,8
4.0,510,9
4.0,511,17
4.0,512,8
4.0,513,8
4.0,514,11
4.0,515,15
4.0,516,3
4.0,517,11
4.0,518,11
4.0,519,11
4.0,520,7
4.0,521,7
4.0,522,9
4.0,523,4
4.0,524,17
4.0,525,14
4.0,526,20
4.0,527,22
4.0,528,13
4.0,529,24
4.0,530,15
4.0,531,14
4.0,532,11
4.0,533,24
4.0,534,7
4.0,535,23
4.0,536,13
4.0,537,15
4.0,538,15
4.0,539,11
4.0,540,11
4.0,541,28
4.0,542,12
4.0,543,19
4.0,544,18
4.0,545,25
4.0,546,26
4.0,547,43
4.0,548,30
4.0,549,30
4.0,550,31
4.0,551,27
4.0,552,27
4.0,553,27
4.0,554,47
4.0,555,37
4.0,556,34
4.0,557,71
4.0,558,34
4.0,559,34
4.0,560,39
4.0,561,36
4.0,562,43
4.0,563,30
4.0,564,44
4.0,565,39
4.0,566,30
4.0,567,33
4.0,568,39
4.0,569,21
4.0,570,31
4.0,571,20
4.0,572,14
4.0,573,26
4.0,574,18
4.0,575,8
4.0,576,14
4.0,577,5
4.0,578,4
4.0,579,2
4.0,580,5
4.0,581,2
4.0,582,5
4.0,583,7
4.0,584,1
4.0,585,5
4.0,586,3
4.0,587,4
4.0,588,4
4.0,589,2
4.0,590,4
4.0,591,10
4.0,592,9
4.0,593,8
4.0,594,5
4.0,595,3
4.0,596,13
4.0,597,15
4.0,598,22
4.0,599,18
4.0,600,20
4.0,601,19
4.0,602,17
4.0,603,13
4.0,604,13
4.0,605,6
4.0,606,15
4.0,607,13
4.0,608,13
4.0,609,11
4.0,610,22
4.0,611,16
4.0,612,13
4.0,613,11
4.0,614,11
4.0,615,9
4.0,616,13
4.0,617,26
4.0,618,31
4.0,619,15
4.0,620,14
4.0,621,18
4.0,622,11
4.0,623,19
4.0,624,18
4.0,625,20
4.0,626,13
4.0,627,13
4.0,628,12
4.0,629,15
4.0,630,24
4.0,631,14
4.0,632,9
4.0,633,14
4.0,634,29
4.0,635,30
4.0,636,42
4.0,637,25
4.0,638,23
4.0,639,32
4.0,640,34
4.0,641,26
4.0,642,37
4.0,643,32
4.0,644,39
4.0,645,58
4.0,646,59
4.0,647,48
4.0,648,35
4.0,649,36
4.0,650,45
4.0,651,40
4.0,652,62
4.0,653,38
4.0,654,50
4.0,655,66
4.0,656,55
4.0,657,50
4.0,658,49
4.0,659,37
4.0,660,63
4.0,661,34
4.0,662,51
4.0,663,35
4.0,664,46
4.0,665,39
4.0,666,47
4.0,667,42
4.0,668,45
4.0,669,71
4.0,670,21
4.0,671,23
4.0,672,20
4.0,673,7
4.0,674,19
4.0,675,16
4.0,676,9
4.0,677,9
4.0,678,10
4.0,679,6
4.0,680,7
4.0,681,6
4.0,682,6
4.0,683,2
4.0,684,1
4.0,685,7
4.0,686,9
4.0,687,2
4.0,688,3
4.0,689,4
4.0,691,9
4.0,692,12
4.0,693,6
4.0,694,13
4.0,695,14
4.0,696,16
4.0,697,11
4.0,698,11
4.0,699,7
4.0,700,18
4.0,701,19
4.0,702,17
4.0,703,13
4.0,704,3
4.0,705,15
4.0,706,21
4.0,707,9
4.0,708,12
4.0,709,9
4.0,710,18
4.0,711,9
4.0,712,11
4.0,713,10
4.0,714,10
4.0,715,26
4.0,716,15
4.0,717,10
4.0,718,14
4.0,719,10
4.0,720,30
4.0,721,28
4.0,722,19
4.0,723,13
4.0,724,25
4.0,725,14
4.0,726,18
4.0,727,20
4.0,728,33
4.0,729,23
4.0,730,11
4.0,731,27
4.0,732,22
4.0,733,17
4.0,734,22
4.0,735,28
4.0,736,38
4.0,737,29
4.0,738,32
4.0,739,35
4.0,740,46
4.0,741,38
4.0,742,34
4.0,743,31
4.0,744,28
4.0,745,36
4.0,746,59
4.0,747,25
4.0,748,41
4.0,749,58
4.0,750,48
4.0,751,61
4.0,752,42
4.0,753,44
4.0,754,39
4.0,755,46
4.0,756,43
4.0,757,57
4.0,758,52
4.0,759,73
4.0,760,61
4.0,761,52
4.0,762,51
4.0,763,43
4.0,764,43
4.0,765,64
4.0,766,29
4.0,767,18
4.0,768,19
4.0,769,27
4.0,770,16
4.0,771,23
4.0,772,17
4.0,773,12
4.0,774,6
4.0,775,3
4.0,776,2
4.0,777,3
4.0,778,4
4.0,779,3
4.0,780,4
4.0,781,4
4.0,782,3
4.0,783,8
4.0,784,4
4.0,785,14
4.0,786,10
4.0,787,7
4.0,788,9
4.0,789,17
4.0,790,3
4.0,791,19
4.0,792,11
4.0,793,19
4.0,794,18
4.0,795,30
4.0,796,15
4.0,797,14
4.0,798,16
4.0,799,12
4.0,800,24
4.0,801,33
4.0,802,48
4.0,803,22
4.0,804,18
4.0,805,28
4.0,806,14
4.0,807,36
4.0,808,25
4.0,809,34
4.0,810,23
4.0,811,27
4.0,812,31
4.0,813,39
4.0,814,32
4.0,815,41
4.0,816,46
4.0,817,37
4.0,818,37
4.0,819,36
4.0,820,49
4.0,821,27
4.0,822,28
4.0,823,26
4.0,824,12
4.0,825,23
4.0,826,22
4.0,827,34
4.0,828,38
4.0,829,33
4.0,830,35
4.0,831,41
4.0,832,36
4.0,833,48
4.0,834,30
4.0,835,25
4.0,836,34
4.0,837,38
4.0,838,40
4.0,839,41
4.0,840,35
4.0,841,40
4.0,842,43
4.0,843,50
4.0,844,40
4.0,845,42
4.0,846,34
4.0,847,32
4.0,848,54
4.0,849,55
4.0,850,34
4.0,851,40
4.0,852,37
4.0,853,55
4.0,854,44
4.0,855,53
4.0,856,65
4.0,857,18
4.0,858,27
4.0,859,26
4.0,860,33
4.0,861,30
4.0,862,26
4.0,863,10
4.0,864,9
4.0,865,11
4.0,866,5
4.0,867,5
4.0,868,13
4.0,869,5
4.0,870,12
4.0,871,6
4.0,872,7
4.0,873,1
4.0,874,8
4.0,875,4
4.0,876,2
4.0,877,1
4.0,878,5
4.0,879,6
4.0,880,12
4.0,881,10
4.0,882,6
4.0,883,5
4.0,884,3
4.0,885,7
4.0,886,9
4.0,887,12
4.0,888,4
4.0,889,1
4.0,890,7
4.0,891,10
4.0,892,7
4.0,893,14
4.0,894,13
4.0,895,5
4.0,896,8
4.0,897,5
4.0,898,14
4.0,899,7
4.0,900,5
4.0,901,3
4.0,902,19
4.0,903,6
4.0,904,11
4.0,905,10
4.0,906,8
4.0,907,27
4.0,908,15
4.0,909,11
4.0,910,12
4.0,911,10
4.0,912,9
4.0,913,13
4.0,914,10
4.0,915,12
4.0,916,15
4.0,917,11
4.0,918,7
4.0,919,13
4.0,920,18
4.0,921,12
4.0,922,14
4.0,923,18
4.0,924,5
4.0,925,11
4.0,926,18
4.0,927,14
4.0,928,22
4.0,929,15
4.0,930,23
4.0,931,15
4.0,932,20
4.0,933,18
4.0,934,17
4.0,935,25
4.0,936,25
4.0,937,17
4.0,938,37
4.0,939,10
4.0,940,26
4.0,941,33
4.0,942,37
4.0,943,30
4.0,944,11
4.0,945,15
4.0,946,24
4.0,947,19
4.0,948,18
4.0,949,10
4.0,950,17
4.0,951,15
4.0,952,10
4.0,953,14
4.0,954,5
4.0,955,10
4.0,956,10
4.0,957,21
4.0,958,12
4.0,959,1
4.0,960,2
4.0,961,6
4.0,963,4
4.0,964,2
4.0,965,1
4.0,966,3
4.0,967,1
4.0,968,10
4.0,969,15
4.0,970,5
4.0,971,4
4.0,972,1
4.0,973,2
4.0,974,4
4.0,975,9
4.0,976,19
4.0,977,6
4.0,978,6
4.0,979,2
4.0,980,8
4.0,981,23
4.0,982,14
4.0,983,20
4.0,984,14
4.0,985,14
4.0,986,9
4.0,987,7
4.0,988,12
4.0,989,18
4.0,990,24
4.0,991,15
4.0,992,13
4.0,993,14
4.0,994,11
4.0,995,9
4.0,996,8
4.0,997,3
4.0,998,10
4.0,999,24
4.0,1000,12
4.0,1001,17
4.0,1002,15
4.0,1003,20
4.0,1004,6
4.0,1005,10
4.0,1006,27
4.0,1007,7
4.0,1008,17
4.0,1009,13
4.0,1010,12
4.0,1011,17
4.0,1012,10
4.0,1013,8
4.0,1014,9
4.0,1015,14
4.0,1016,11
4.0,1017,12
4.0,1018,8
4.0,1019,8
4.0,1020,4
4.0,1021,21
4.0,1022,11
4.0,1023,10
4.0,1024,24
4.0,1025,13
4.0,1026,22
4.0,1027,30
4.0,1028,36
4.0,1029,26
4.0,1030,35
4.0,1031,21
4.0,1032,20
4.0,1033,12
4.0,1034,13
4.0,1035,22
4.0,1036,25
4.0,1037,22
4.0,1038,21
4.0,1039,14
4.0,1040,32
4.0,1041,14
4.0,1042,15
4.0,1043,32
4.0,1044,20
4.0,1045,14
4.0,1046,15
4.0,1047,10
4.0,1048,16
4.0,1049,19
4.0,1050,8
4.0,1051,7
4.0,1052,14
4.0,1053,18
4.0,1054,10
4.0,1055,4
4.0,1056,2
4.0,1057,6
4.0,1058,1
4.0,1059,8
4.0,1060,2
4.0,1061,4
4.0,1062,2
4.0,1063,2
4.0,1064,3
4.0,1065,5
4.0,1066,4
4.0,1068,2
4.0,1069,3
4.0,1070,5
4.0,1071,3
4.0,1072,12
4.0,1073,16
4.0,1074,17
4.0,1075,14
4.0,1076,7
4.0,1077,24
4.0,1078,21
4.0,1079,20
4.0,1080,23
4.0,1081,22
4.0,1082,14
4.0,1083,5
4.0,1084,14
4.0,1085,9
4.0,1086,11
4.0,1087,3
4.0,1088,12
4.0,1089,15
4.0,1090,8
4.0,1091,15
4.0,1092,3
4.0,1093,12
4.0,1094,4
4.0,1095,6
4.0,1096,12
4.0,1097,19
4.0,1098,20
4.0,1099,13
4.0,1100,10
4.0,1101,8
4.0,1102,10
4.0,1103,6
4.0,1104,18
4.0,1105,5
4.0,1106,5
4.0,1107,5
4.0,1108,16
4.0,1109,12
4.0,1110,12
4.0,1111,2
4.0,1112,5
4.0,1113,7
4.0,1114,16
4.0,1115,12
4.0,1116,24
4.0,1117,15
4.0,1118,15
4.0,1119,8
4.0,1120,16
4.0,1121,31
4.0,1122,20
4.0,1123,38
4.0,1124,30
4.0,1125,35
4.0,1126,19
4.0,1127,31
4.0,1128,39
4.0,1129,29
4.0,1130,20
4.0,1131,19
4.0,1132,41
4.0,1133,26
4.0,1134,32
4.0,1135,20
4.0,1136,45
4.0,1137,37
4.0,1138,44
4.0,1139,24
4.0,1140,26
4.0,1141,37
4.0,1142,33
4.0,1143,17
4.0,1144,23
4.0,1145,5
4.0,1146,14
4.0,1147,21
4.0,1148,34
4.0,1149,21
4.0,1150,10
4.0,1151,5
4.0,1152,8
4.0,1153,1
4.0,1154,7
4.0,1155,4
4.0,1156,4
4.0,1157,4
4.0,1158,5
4.0,1159,4
4.0,1160,3
4.0,1161,4
4.0,1162,1
4.0,1163,2
4.0,1164,3
4.0,1165,4
4.0,1166,4
4.0,1167,4
4.0,1168,5
4.0,1169,3
4.0,1170,8
4.0,1171,7
4.0,1172,17
4.0,1173,8
